id,von,bis,hoehe,breite,laenge,name,bundesland
4349,20040311,20220503,251,48.9569,9.0711, Sachsenheim,Baden-W�rttemberg
4351,20061001,20220502,295,47.5582,7.9773," S�ckingen, Bad/ Rhein",Baden-W�rttemberg
4352,20070720,20220502,4,54.5159,13.5305, Sagard,Mecklenburg-Vorpommern
4354,20051130,20220503,457,48.7832,13.3146, Saldenburg-Entschenreut,Bayern
4367,20090901,20220502,175,52.0781,9.552, Salzhemmendorf-Lauenste,Niedersachsen
4368,20040817,20220502,93,51.7098,8.5796, Salzkotten,Nordrhein-Westfalen
4371,19920604,20220502,135,52.1042,8.7521," Salzuflen, Bad",Nordrhein-Westfalen
4374,20021018,20220503,687,47.7774,12.2102, Samerberg-Geisenkam,Bayern
4377,20050728,20220502,518,50.3518,10.0034, Sandberg,Bayern
4387,20030326,20220502,805,49.0029,12.8237, Sankt Englmar,Bayern
4393,19991203,20220502,5,54.3279,8.6031, Sankt Peter-Ording,Schleswig-Holstein
4400,20040623,20220502,171,51.5439,8.1808," Sassendorf, Bad-Beusing",Nordrhein-Westfalen
4405,20060301,20220502,35,54.6854,9.6261, Satrup,Schleswig-Holstein
4411,20011102,20220502,155,49.9195,8.9671, Schaafheim-Schlierbach,Hessen
4412,20030204,20220502,95,52.198,11.4218, Schackensleben,Sachsen-Anhalt
4413,20021115,20220502,555,47.9767,11.4693, Sch�ftlarn-Kloster Sch�,Bayern
4441,20011208,20220502,479,48.5025,11.4543, Scheyern,Bayern
4445,19911113,20220502,609,51.7658,10.6533, Wernigerode-Schierke,Sachsen-Anhalt
4464,19911102,20220502,501,50.5679,11.8041, Schleiz,Th�ringen
4466,19910418,20220502,43,54.5275,9.5487, Schleswig,Schleswig-Holstein
4469,20060801,20220502,399,50.5071,10.762, Schleusingen,Th�ringen
4477,20050531,20050930,993,47.8208,8.186, Schluchsee,Baden-W�rttemberg
4480,20021001,20220502,230,50.3447,9.5533, Schl�chtern-Herolz,Hessen
4485,20040930,20170228,296,50.725,10.4539," Schmalkalden, Kurort",Th�ringen
4488,20060616,20220502,443,51.2127,8.2672, Schmallenberg-Sellingha,Nordrhein-Westfalen
4490,20020710,20220502,223,49.4149,6.836, Schmelz-H�ttersdorf,Saarland
4493,20030226,20220502,417,49.4116,12.076, Schmidgaden,Bayern
4494,20030313,20220502,455,49.2806,11.914, Schmidm�hlen,Bayern
4501,19921006,20220502,938,50.6545,10.7696, Schm�cke,Th�ringen
4508,20030715,20220502,649,50.2968,6.4194, Schneifelforsthaus,Rheinland-Pfalz
4546,20030325,20220502,684,49.5273,12.5705, Sch�nsee-Dietersdorf,Bayern
4548,20070701,20220503,608,50.1847,12.0791, Sch�nwald/Ofr.-Brunn,Bayern
4555,20060713,20220502,29,52.663,12.1812, Schollene,Sachsen-Anhalt
4559,20041214,20220502,398,49.1644,12.6175, Schorndorf-Kn�bling,Bayern
4560,20040901,20220101,265,50.4925,9.1226, Schotten,Hessen
4566,20030307,20130831,46,52.9738,12.1115, Schrepkow,Brandenburg
4567,20011206,20220502,417,48.5532,11.2844, Schrobenhausen,Bayern
4579,20020901,20220503,538,48.2008,10.7293, Schwabm�nchen,Bayern
4592,20050929,20220503,356,49.3278,12.0871, Schwandorf,Bayern
4594,20051005,20220502,1,53.2338,8.5115, Schwanewede-Neuenkirche,Niedersachsen
4599,20041123,20220502,331,49.3425,11.1077, Wendelstein-Kleinschwar,Bayern
4600,20050701,20220502,12,52.9081,9.0453, Schwarme,Niedersachsen
4601,20070723,20220502,28,52.6797,9.6524, Essel,Niedersachsen
4602,20081024,20220502,26,53.9385,10.6983," Schwartau,Bad -Gro� Par",Schleswig-Holstein
4603,20020911,20220503,188,49.7975,10.2191, Schwarzach/Main (Kl�rwe,Bayern
4605,20030620,20220503,277,50.6441,11.1936, Schwarzburg,Th�ringen
4617,20061005,20220502,1368,47.6701,11.8544, Obere Firstalm/Schliers,Bayern
4618,20021213,20220502,30,52.747,11.9792, Schwarzholz,Sachsen-Anhalt
4623,20050606,20200430,834,48.1042,8.9976," Schwenningen, Kreis Sig",Baden-W�rttemberg
4625,19911102,20220502,59,53.6424,11.3871, Schwerin,Mecklenburg-Vorpommern
4637,20080801,20220502,31,52.5404,13.1243, Staaken,Brandenburg
4641,20041221,20220503,802,47.6711,10.6271, Seeg (Kl�ranlage),Bayern
4642,19911102,20220502,21,52.8911,11.7297, Seehausen,Sachsen-Anhalt
4651,20041014,20220503,186,51.904,10.1885, Seesen,Niedersachsen
4655,20061001,20111130,804,48.5975,8.4268, Seewald-Besenfeld,Baden-W�rttemberg
4661,20080320,20080622,205,50.6299,7.5603, Seifen,Rheinland-Pfalz
4666,20050601,20220502,40,54.3444,10.4581, K�hn,Schleswig-Holstein
4683,20120401,20220502,46,52.516,7.6762, F�rstenau,Niedersachsen
4692,20080301,20181130,229,50.8534,7.9966, Siegen (Kl�ranlage),Nordrhein-Westfalen
4694,20020912,20220503,380,48.7629,11.843, Siegenburg (Kl�ranlage),Bayern
4703,20020902,20220502,581,48.0719,9.1943, Sigmaringen-Laiz,Baden-W�rttemberg
4704,20050118,20220503,508,47.5776,9.7404, Sigmarszell-Zeisertswei,Bayern
4706,20050101,20220502,358,48.2718,13.0273, Simbach/Inn,Bayern
4709,20111005,20220503,445,49.9996,7.5981, Simmern-Wahlbach,Rheinland-Pfalz
4710,20070322,20220502,718,48.6191,8.5247, Simmersfeld,Baden-W�rttemberg
4712,20060607,20220502,428,48.0821,8.0919, Simonswald-Obersimonswa,Baden-W�rttemberg
4741,20041201,20220502,152,51.14,7.093, Solingen-Hohenscheid,Nordrhein-Westfalen
4745,19921028,20220502,75,52.9604,9.793, Soltau,Niedersachsen
4748,20040622,20101231,221,51.352,10.9059, Sondershausen,Th�ringen
4752,19911102,20080630,626,50.3746,11.1828, Sonneberg-Neufang,Th�ringen
4755,20020830,20220502,847,48.6819,13.7351, Sonnen,Bayern
4760,20021221,20220503,730,47.5219,10.2613, Sonthofen (Flussmeister,Bayern
4763,20030520,20220503,265,51.0607,9.9266, Sontra,Hessen
4790,20060201,20220502,98,52.2054,9.5668, Springe,Niedersachsen
4801,20020918,20191011,460,50.007,11.2052, Stadelhofen,Bayern
4803,20090901,20220502,1,53.4926,8.3768, Butjadingen-Inte,Niedersachsen
4813,20200801,20220502,318,50.0806,11.0466," Staffelstein, Bad-Stubl",Bayern
4816,20020919,20220503,390,49.0568,12.6395, Stallwang,Bayern
4818,20020617,20220502,597,50.1531,11.7402, Stammbach-Querenbach,Bayern
4827,20031023,20220503,540,47.7941,12.486, Grassau,Bayern
4841,20040512,20220502,1,53.6946,8.8735," Steinau, Kr. Cuxhaven",Niedersachsen
4849,20050502,20220502,64,52.1173,7.3411, Steinfurt-Burgsteinfurt,Nordrhein-Westfalen
4850,20100101,20220502,779,47.7112,10.8758, Steingaden-Lauterbach,Bayern
4857,20040728,20220503,1,53.5534,9.6097, Mittelnkirchen-Hohenfel,Niedersachsen
4858,20020731,20220503,485,48.3773,12.0927, Steinkirchen-Hofstarrin,Bayern
4878,20041005,20220503,504,51.6646,10.8811, Oberharz am Brocken-Sti,Sachsen-Anhalt
4881,20041110,20220502,532,47.8591,9.0152, Stockach,Baden-W�rttemberg
4883,20050824,20220502,18,52.7659,9.4046, Frankenfeld-Hedern,Niedersachsen
4887,19941203,20220502,734,48.6656,9.8648, St�tten,Baden-W�rttemberg
4896,20050518,20220502,40,54.6654,9.805, Wagersrott,Schleswig-Holstein
4911,19961025,20220502,351,48.8275,12.5597, Straubing,Bayern
4912,20060701,20220502,81,52.5884,13.9289, Strausberg,Brandenburg
4920,20090819,20220502,3,53.4252,8.804, Beverstedt,Niedersachsen
4926,20020621,20130514,224,48.7896,9.2167, Stuttgart (Neckartal),Baden-W�rttemberg
4928,19980605,20220502,314,48.8281,9.2, Stuttgart (Schnarrenber,Baden-W�rttemberg
4931,19951003,20220502,371,48.6883,9.2235, Stuttgart-Echterdingen,Baden-W�rttemberg
4946,20011214,20220502,500,48.5151,11.6545, Schweitenkirchen-S�nzha,Bayern
4958,20041202,20220502,333,50.2417,10.567, Sulzdorf an der Lederhe,Bayern
4978,20021101,20220502,395,50.639,10.0228, Tann/Rh�n,Hessen
4982,20040710,20220502,532,50.6074,12.939, Tannenberg,Sachsen
4984,20040917,20220502,48,53.2252,14.33, Hohenreinkendorf,Brandenburg
4997,20041015,20220502,196,50.9771,12.3419, Starkenberg-Tegkwitz,Th�ringen
5000,20020910,20220502,498,47.8526,12.8282, Teisendorf,Bayern
5002,20020919,20220503,450,49.0426,12.9942, Teisnach,Bayern
5009,19911101,20220502,33,53.7611,12.5574, Teterow,Mecklenburg-Vorpommern
5013,20020809,20220503,350,49.2187,12.0624, Teublitz (Kl�ranlage),Bayern
5014,20040512,20220503,7,53.2758,8.9857, Worpswede-H�ttenbusch,Niedersachsen
5017,20050801,20220503,633,50.4002,11.3888, Teuschnitz,Bayern
5023,20011127,20220502,417,49.0871,11.2236, Thalm�ssing,Bayern
5029,19931111,20220502,386,49.4737,7.0385, Tholey,Saarland
5034,20040317,20220503,513,49.9842,11.4008, Thurnau-Tannfeld,Bayern
5036,20020919,20220503,470,49.4038,12.6062, Treffelstein-Witzelsm�h,Bayern
5046,20080301,20220503,501,49.8576,12.3542, Tirschenreuth-Loderm�hl,Bayern
5047,20060915,20101213,870,47.9394,8.1933, Titisee-Neustadt-Langen,Baden-W�rttemberg
5049,19981107,20050228,846,47.8991,8.146, Titisee-Neustadt-Titise,Baden-W�rttemberg
5055,20021016,20220503,382,48.0669,12.7634, Tittmoning,Bayern
5057,20050628,20220502,26,54.1695,9.5559, Haale,Schleswig-Holstein
5058,20051110,20220502,55,53.6893,10.3657, Sprenge,Schleswig-Holstein
5059,20041028,20220502,781,47.7279,7.9988, Todtmoos,Baden-W�rttemberg
5064,20041201,20220503,37,51.2897,6.4437, T�nisvorst,Nordrhein-Westfalen
5084,20061211,20220502,290,51.1594,10.2473, S�deichsfeld-Wendehause,Th�ringen
5086,20020627,20220502,133,51.5777,9.4337, Trendelburg,Hessen
5097,20041123,20220503,10,54.0661,12.7675, Tribsees,Mecklenburg-Vorpommern
5099,20080601,20220503,132,49.7326,6.6131, Trier-Zewen,Rheinland-Pfalz
5100,20001019,20220502,265,49.7479,6.6583, Trier-Petrisberg,Rheinland-Pfalz
5103,20100617,20220502,348,49.3544,7.7948, Trippstadt-Neuhof,Rheinland-Pfalz
5109,20131001,20220502,69,53.5998,13.3039, Trollenhagen,Mecklenburg-Vorpommern
5111,20051220,20220503,560,48.0311,12.5396, Trostberg,Bayern
5123,20021129,20220502,413,48.208,12.6296, T��ling,Bayern
5132,20050720,20220502,19,52.7432,7.075, Twist-Hebelermeer,Niedersachsen
5133,20040727,20220503,295,51.3344,8.9132, Twistetal-M�hlhausen,Hessen
5142,19920817,20220502,1,53.7445,14.0698, Ueckerm�nde,Mecklenburg-Vorpommern
5146,20040601,20220502,50,52.9414,10.5289, Uelzen,Niedersachsen
5148,20060614,20220502,60,52.4588,10.1888, Uetze,Niedersachsen
5149,20050101,20220503,306,49.5741,10.1915, Gollhofen,Bayern
5155,19911207,20140831,567,48.3837,9.9524, Ulm,Baden-W�rttemberg
5158,19911106,20220428,159,52.1601,11.1759, Ummendorf,Sachsen-Anhalt
5161,20020829,20220502,573,48.5599,13.7494, Untergriesbach-Glotzing,Bayern
5162,20040708,20220503,495,48.5995,13.6465, Untergriesbach-Schaibin,Bayern
5169,20030411,20220502,831,47.7674,10.4604, Kraftisried,Bayern
5171,20021018,20171115,647,47.7105,12.4652, Unterw�ssen-Hinterw�sse,Bayern
5187,20021219,20220503,591,48.0347,11.0527, Utting-Achselschwang,Bayern
5206,20061001,20161109,396,49.1186,9.8983, Vellberg-Kleinaltdorf,Baden-W�rttemberg
